userId,movieId,rating,timestamp,title,genres
1,7939,2.5,1147869183,Through a Glass Darkly (Såsom i en spegel) (1961),Drama
1,7940,4.5,1147877967,The Magician (1958),Drama
1,8014,3.5,1147869155,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama
1,8154,5.0,1147868865,"Dolce Vita, La (1960)",Drama
1,8327,5.0,1147879375,Dolls (2002),Drama|Romance
1,8360,4.0,1147868682,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance
1,8405,3.5,1147878095,Hour of the Wolf (Vargtimmen) (1968),Drama|Horror
1,8685,1.0,1147878023,"Miracle of Marcelino, The (Marcelino pan y vino) (1955)",Comedy|Drama
1,8729,3.5,1147878452,Swann in Love (Un amour de Swann) (1984),Drama
1,8786,4.0,1147877853,Port of Shadows (Quai des brumes) (1938),Drama
1,8873,3.0,1147869094,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama
1,8973,4.0,1147869211,Bad Education (La mala educación) (2004),Drama|Thriller
1,27193,3.0,1147879774,Taxi 2 (2000),Action|Comedy
1,27266,4.5,1147879365,2046 (2004),Drama|Fantasy|Romance|Sci-Fi
1,27721,3.0,1147869115,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",Drama|Mystery|Romance|War
1,31956,3.5,1147877610,5x2 (2004),Drama|Romance
1,32591,5.0,1147879538,Look at Me (Comme une image) (2004),Comedy|Drama|Romance
2,1,3.5,1141415820,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
2,62,0.5,1141417130,Mr. Holland's Opus (1995),Drama
2,110,5.0,1141416589,Braveheart (1995),Action|Drama|War
2,150,4.0,1141415790,Apollo 13 (1995),Adventure|Drama|IMAX
2,151,4.5,1141415643,Rob Roy (1995),Action|Drama|Romance|War
2,236,4.0,1141415659,French Kiss (1995),Action|Comedy|Romance
2,260,5.0,1141417172,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
2,261,0.5,1141417855,Little Women (1994),Drama
2,266,1.0,1141415926,Legends of the Fall (1994),Drama|Romance|War|Western
2,318,5.0,1141417181,"Shawshank Redemption, The (1994)",Crime|Drama
2,333,5.0,1141415931,Tommy Boy (1995),Comedy
2,349,4.5,1141417045,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
2,356,4.5,1141416637,Forrest Gump (1994),Comedy|Drama|Romance|War
2,364,4.5,1141417077,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
2,380,1.0,1141415808,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
2,457,5.0,1141416618,"Fugitive, The (1993)",Thriller
2,480,2.0,1141417088,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
2,497,4.0,1141415566,Much Ado About Nothing (1993),Comedy|Romance
2,524,3.5,1141417112,Rudy (1993),Drama
2,527,5.0,1141415816,Schindler's List (1993),Drama|War
2,534,4.5,1141417814,Shadowlands (1993),Drama|Romance
2,553,2.0,1141415539,Tombstone (1993),Action|Drama|Western
2,588,2.0,1141417189,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
2,589,4.0,1141416748,Terminator 2: Judgment Day (1991),Action|Sci-Fi
2,653,3.0,1141415552,Dragonheart (1996),Action|Adventure|Fantasy
2,733,4.5,1141415905,"Rock, The (1996)",Action|Adventure|Thriller
2,858,3.5,1141416926,"Godfather, The (1972)",Crime|Drama
2,914,4.0,1141417642,My Fair Lady (1964),Comedy|Drama|Musical|Romance
2,953,4.5,1141417487,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
2,1035,1.0,1141415899,"Sound of Music, The (1965)",Musical|Romance
2,1080,1.0,1141415532,Monty Python's Life of Brian (1979),Comedy
2,1136,5.0,1141417950,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
2,1196,5.0,1141417198,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
2,1197,5.0,1141415874,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
2,1198,4.0,1141417032,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
2,1201,2.5,1141415887,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
2,1210,5.0,1141416665,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
2,1246,4.0,1141416793,Dead Poets Society (1989),Drama
2,1257,5.0,1141417313,Better Off Dead... (1985),Comedy|Romance
2,1270,4.0,1141417013,Back to the Future (1985),Adventure|Comedy|Sci-Fi
2,1271,1.5,1141417736,Fried Green Tomatoes (1991),Comedy|Crime|Drama
2,1275,4.5,1141417237,Highlander (1986),Action|Adventure|Fantasy
2,1283,4.0,1141416205,High Noon (1952),Drama|Western
2,1287,5.0,1141417140,Ben-Hur (1959),Action|Adventure|Drama
2,1291,5.0,1141416603,Indiana Jones and the Last Crusade (1989),Action|Adventure
2,1293,5.0,1141417937,Gandhi (1982),Drama
2,1299,1.0,1141416220,"Killing Fields, The (1984)",Drama|War
2,1302,3.0,1141417036,Field of Dreams (1989),Children|Drama|Fantasy
2,1356,5.0,1141417272,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
2,1374,4.5,1141415576,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
2,1376,5.0,1141417402,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi
2,1393,4.0,1141417243,Jerry Maguire (1996),Drama|Romance
2,1431,3.0,1141416190,Beverly Hills Ninja (1997),Action|Comedy
2,1465,3.0,1141417875,Rosewood (1997),Action|Drama
2,1485,3.0,1141415592,Liar Liar (1997),Comedy
2,1488,5.0,1141416185,"Devil's Own, The (1997)",Action|Drama|Thriller
2,1527,3.0,1141417716,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
2,1580,4.5,1141417059,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
2,1584,5.0,1141416806,Contact (1997),Drama|Sci-Fi
2,1587,1.0,1141416172,Conan the Barbarian (1982),Action|Adventure|Fantasy
2,1610,5.0,1141416601,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
2,1653,4.5,1141415586,Gattaca (1997),Drama|Sci-Fi|Thriller
2,1672,4.5,1141417310,"Rainmaker, The (1997)",Drama
2,1674,4.0,1141417397,Witness (1985),Drama|Romance|Thriller
2,1682,4.5,1141415845,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
2,1693,4.0,1141417194,Amistad (1997),Drama|Mystery
2,1722,0.5,1141415864,Tomorrow Never Dies (1997),Action|Adventure|Thriller
2,1873,4.0,1141416788,"Misérables, Les (1998)",Crime|Drama|Romance|War
2,1907,4.0,1141417054,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
2,1923,0.5,1141417516,There's Something About Mary (1998),Comedy|Romance
2,1957,3.5,1141416148,Chariots of Fire (1981),Drama
2,1968,1.0,1141415850,"Breakfast Club, The (1985)",Comedy|Drama
2,2028,4.0,1141415840,Saving Private Ryan (1998),Action|Drama|War
2,2081,1.5,1141415857,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
2,2083,4.5,1141417581,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical
2,2115,3.5,1141417320,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
2,2138,4.5,1141416899,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy
2,2139,4.0,1141416834,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
2,2150,5.0,1141418008,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
2,2194,5.0,1141415685,"Untouchables, The (1987)",Action|Crime|Drama
2,2268,4.5,1141416973,"Few Good Men, A (1992)",Crime|Drama|Thriller
2,2273,2.0,1141416159,Rush Hour (1998),Action|Comedy|Crime|Thriller
2,2294,4.5,1141416879,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
2,2324,1.5,1141417726,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
2,2355,4.5,1141416727,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
2,2359,5.0,1141417423,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
2,2406,2.5,1141415647,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
2,2470,5.0,1141415787,Crocodile Dundee (1986),Adventure|Comedy
2,2496,4.0,1141416084,Blast from the Past (1999),Comedy|Romance
2,2501,4.5,1141416992,October Sky (1999),Drama
2,2571,5.0,1141416743,"Matrix, The (1999)",Action|Sci-Fi|Thriller
2,2617,4.0,1141415674,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
2,2640,5.0,1141415619,Superman (1978),Action|Adventure|Sci-Fi
2,2643,0.5,1141416130,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi
2,2694,4.0,1141416108,Big Daddy (1999),Comedy
2,2720,0.5,1141416127,Inspector Gadget (1999),Action|Adventure|Children|Comedy
2,2745,5.0,1141416889,"Mission, The (1986)",Drama
2,2761,0.5,1141417472,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
2,2762,4.0,1141415823,"Sixth Sense, The (1999)",Drama|Horror|Mystery
2,2797,1.0,1141415509,Big (1988),Comedy|Drama|Fantasy|Romance
2,2918,4.5,1141417214,Ferris Bueller's Day Off (1986),Comedy
2,2987,0.5,1141417894,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
2,3098,3.0,1141417049,"Natural, The (1984)",Drama
2,3105,4.0,1141417224,Awakenings (1990),Drama|Mystery
2,3107,3.0,1141416048,Backdraft (1991),Action|Drama
2,3114,4.5,1141416634,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
2,3148,2.0,1141417561,"Cider House Rules, The (1999)",Drama
2,3175,3.5,1141417288,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
2,3360,5.0,1141417108,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance
2,3396,4.5,1141417711,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical
2,3479,2.0,1141416018,Ladyhawke (1985),Adventure|Fantasy|Romance
2,3510,4.0,1141416005,Frequency (2000),Drama|Thriller
2,3578,5.0,1141415803,Gladiator (2000),Action|Adventure|Drama
2,3793,5.0,1141416682,X-Men (2000),Action|Adventure|Sci-Fi
2,3889,2.5,1141416465,Highlander: Endgame (Highlander IV) (2000),Action|Adventure|Fantasy
2,3916,3.0,1141416027,Remember the Titans (2000),Drama
2,3948,3.0,1141415798,Meet the Parents (2000),Comedy
2,3994,3.0,1141416826,Unbreakable (2000),Drama|Sci-Fi
2,4016,5.0,1141417302,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
2,4019,3.5,1141416607,Finding Forrester (2000),Drama
2,4022,5.0,1141415827,Cast Away (2000),Drama
2,4023,3.0,1141417651,"Family Man, The (2000)",Comedy|Drama|Romance
2,4103,4.5,1141417831,Empire of the Sun (1987),Action|Adventure|Drama|War
2,4299,4.5,1141415991,"Knight's Tale, A (2001)",Action|Comedy|Romance
2,4306,4.5,1141416668,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
2,4535,3.0,1141417024,"Man from Snowy River, The (1982)",Drama|Romance|Western
2,4571,1.5,1141415984,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi
2,4720,4.0,1141416850,"Others, The (2001)",Drama|Horror|Mystery|Thriller
2,4857,1.0,1141415978,Fiddler on the Roof (1971),Drama|Musical
2,4874,4.5,1141417848,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi
2,4886,5.0,1141415669,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
2,4896,5.0,1141416646,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
2,4963,4.0,1141416715,Ocean's Eleven (2001),Crime|Thriller
2,4993,5.0,1141417201,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
2,4995,5.0,1141416710,"Beautiful Mind, A (2001)",Drama|Romance
2,5010,2.0,1141417260,Black Hawk Down (2001),Action|Drama|War
2,5103,5.0,1141417118,"Sandlot, The (1993)",Children|Comedy|Drama
2,5349,5.0,1141416664,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
2,5418,5.0,1141416643,"Bourne Identity, The (2002)",Action|Mystery|Thriller
2,5445,3.5,1141415632,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
2,5574,3.0,1141416403,"Transporter, The (2002)",Action|Crime
2,5816,5.0,1141415950,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
2,5952,5.0,1141415528,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
2,5955,4.0,1141417229,Antwone Fisher (2002),Drama
2,6156,2.0,1141416367,Shanghai Knights (2003),Action|Adventure|Comedy
2,6157,3.5,1141415970,Daredevil (2003),Action|Crime
2,6213,2.5,1141416376,Tears of the Sun (2003),Action|Drama|Thriller
2,6287,2.0,1141416381,Anger Management (2003),Comedy
2,6311,5.0,1141417263,"Other Side of Heaven, The (2001)",Adventure|Drama
2,6333,5.0,1141416621,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller
2,6539,5.0,1141417009,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
2,6565,3.0,1141417018,Seabiscuit (2003),Drama
2,6753,3.0,1141416362,Secondhand Lions (2003),Children|Comedy|Drama
2,6879,5.0,1141417251,Runaway Jury (2003),Drama|Thriller
2,6947,4.0,1141417529,Master and Commander: The Far Side of the World (2003),Adventure|Drama|War
2,7004,2.0,1141416351,Kindergarten Cop (1990),Action|Comedy|Crime|Thriller
2,7007,0.5,1141416347,"Last Boy Scout, The (1991)",Action|Comedy|Crime|Drama|Thriller
2,7075,5.0,1141417136,"Court Jester, The (1956)",Adventure|Comedy|Musical
2,7090,2.0,1141417947,Hero (Ying xiong) (2002),Action|Adventure|Drama
2,7143,5.0,1141416613,"Last Samurai, The (2003)",Action|Adventure|Drama|War
2,7153,5.0,1141416779,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
2,7162,0.5,1141417617,Cold Mountain (2003),Drama|Romance|War
2,7386,4.0,1141416631,"Ten Commandments, The (1956)",Adventure|Drama
2,7624,3.5,1141417410,School Ties (1992),Drama
2,8010,5.0,1141417603,"Power of One, The (1992)",Drama
2,8360,4.0,1141416674,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance
2,8368,5.0,1141416671,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX
2,8636,5.0,1141416722,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX
2,8665,4.0,1141416737,"Bourne Supremacy, The (2004)",Action|Crime|Thriller
2,8958,2.5,1141417439,Ray (2004),Drama
2,8961,4.5,1141415946,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
2,8970,5.0,1141417268,Finding Neverland (2004),Drama
2,27821,4.5,1141416326,"Interpreter, The (2005)",Drama|Thriller
2,30749,5.0,1141417778,Hotel Rwanda (2004),Drama|War
2,30848,0.5,1141417769,"Love Song for Bobby Long, A (2004)",Drama
2,31923,3.5,1141416839,"Three Musketeers, The (1973)",Action|Adventure|Comedy
2,33166,0.5,1141417699,Crash (2004),Crime|Drama
2,33493,4.5,1141416763,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
2,33660,5.0,1141416970,Cinderella Man (2005),Drama|Romance
2,33794,5.0,1141416640,Batman Begins (2005),Action|Crime|IMAX
2,34162,0.5,1141416317,Wedding Crashers (2005),Comedy|Romance
2,35836,0.5,1141417449,"40-Year-Old Virgin, The (2005)",Comedy|Romance
2,36527,3.5,1141417382,Proof (2005),Drama
2,40815,5.0,1141416609,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX
3,1,4.0,1439472215,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
3,29,4.5,1484754967,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi
3,32,4.5,1439474635,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
3,50,5.0,1439474391,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
3,111,4.0,1484753849,Taxi Driver (1976),Crime|Drama|Thriller
3,172,4.0,1439474871,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
3,173,3.0,1439474869,Judge Dredd (1995),Action|Crime|Sci-Fi
3,214,5.0,1484753888,Before the Rain (Pred dozhdot) (1994),Drama|War
3,260,4.0,1439472239,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
3,293,5.0,1484753912,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
3,296,5.0,1439474476,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
3,318,4.0,1439472424,"Shawshank Redemption, The (1994)",Crime|Drama
3,356,4.0,1439472199,Forrest Gump (1994),Comedy|Drama|Romance|War
3,442,3.5,1439474867,Demolition Man (1993),Action|Adventure|Sci-Fi
3,480,2.0,1439472219,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
3,527,4.0,1439472436,Schindler's List (1993),Drama|War
3,541,5.0,1439474625,Blade Runner (1982),Action|Sci-Fi|Thriller
3,589,4.0,1439474657,Terminator 2: Judgment Day (1991),Action|Sci-Fi
3,593,4.0,1439472203,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
3,741,5.0,1484753808,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
3,745,5.0,1439474467,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
3,778,5.0,1484753842,Trainspotting (1996),Comedy|Crime|Drama
3,780,3.5,1439474667,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
3,858,5.0,1439474389,"Godfather, The (1972)",Crime|Drama
3,912,4.5,1439474408,Casablanca (1942),Drama|Romance
3,913,4.0,1439474487,"Maltese Falcon, The (1941)",Film-Noir|Mystery
3,924,5.0,1439474638,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
3,1089,4.0,1484753654,Reservoir Dogs (1992),Crime|Mystery|Thriller
3,1127,3.5,1439474725,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
3,1148,5.0,1439474452,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
3,1196,4.0,1439472427,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
3,1198,3.0,1439472431,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
3,1200,4.0,1439474650,Aliens (1986),Action|Adventure|Horror|Sci-Fi
3,1201,4.0,1439474517,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
3,1206,4.0,1453904021,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
3,1208,4.0,1453904031,Apocalypse Now (1979),Action|Drama|War
3,1210,4.0,1439472442,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
3,1213,5.0,1484754156,Goodfellas (1990),Crime|Drama
3,1214,4.0,1439474640,Alien (1979),Horror|Sci-Fi
3,1217,5.0,1439474455,Ran (1985),Drama|War
3,1221,5.0,1439474393,"Godfather: Part II, The (1974)",Crime|Drama
3,1222,4.0,1484754339,Full Metal Jacket (1987),Drama|War
3,1240,4.0,1439474652,"Terminator, The (1984)",Action|Sci-Fi|Thriller
3,1252,5.0,1484753938,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
3,1270,3.5,1439472211,Back to the Future (1985),Adventure|Comedy|Sci-Fi
3,1274,4.5,1566088819,Akira (1988),Action|Adventure|Animation|Sci-Fi
3,1320,3.5,1439474823,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller
3,1356,4.0,1439474760,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
3,1527,4.5,1439474632,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
3,1584,4.0,1439474677,Contact (1997),Drama|Sci-Fi
3,1653,5.0,1439474631,Gattaca (1997),Drama|Sci-Fi|Thriller
3,1676,3.5,1439474766,Starship Troopers (1997),Action|Sci-Fi
3,1682,4.0,1439475125,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
3,1732,4.5,1566091883,"Big Lebowski, The (1998)",Comedy|Crime
3,1748,4.5,1439474697,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
3,1882,2.0,1439475127,Godzilla (1998),Action|Sci-Fi|Thriller
3,1909,4.0,1439475123,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
3,1960,4.0,1566090766,"Last Emperor, The (1987)",Drama
3,2019,5.0,1439474441,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
3,2021,4.0,1566089449,Dune (1984),Adventure|Sci-Fi
3,2105,3.0,1439474763,Tron (1982),Action|Adventure|Sci-Fi
3,2329,5.0,1439474463,American History X (1998),Crime|Drama
3,2542,4.5,1484756352,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
3,2571,4.0,1439472221,"Matrix, The (1999)",Action|Sci-Fi|Thriller
3,2628,4.0,1439474669,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
3,2641,3.0,1439475106,Superman II (1980),Action|Sci-Fi
3,2858,5.0,1439474474,American Beauty (1999),Drama|Romance
3,2938,4.0,1484754240,Man Facing Southeast (1986),Drama|Sci-Fi
3,2959,5.0,1439474417,Fight Club (1999),Action|Crime|Drama|Thriller
3,3091,4.0,1484754262,Kagemusha (1980),Drama|War
3,3156,4.5,1439474758,Bicentennial Man (1999),Drama|Romance|Sci-Fi
3,3285,3.0,1439473082,"Beach, The (2000)",Adventure|Drama
3,3300,4.5,1439472928,Pitch Black (2000),Horror|Sci-Fi|Thriller
3,3301,4.0,1439472975,"Whole Nine Yards, The (2000)",Comedy|Crime
3,3328,3.5,1484754130,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
3,3408,3.5,1566089773,Erin Brockovich (2000),Drama
3,3452,3.0,1439473280,Romeo Must Die (2000),Action|Crime|Romance|Thriller
3,3471,4.0,1439474733,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
3,3484,3.0,1439473859,"Skulls, The (2000)",Thriller
3,3527,4.0,1439474769,Predator (1987),Action|Sci-Fi|Thriller
3,3534,3.0,1439473180,28 Days (2000),Drama
3,3535,4.0,1439472877,American Psycho (2000),Crime|Horror|Mystery|Thriller
3,3578,4.5,1439472619,Gladiator (2000),Action|Adventure|Drama
3,3646,2.0,1439473733,Big Momma's House (2000),Comedy
3,3702,4.5,1439474992,Mad Max (1979),Action|Adventure|Sci-Fi
3,3730,4.0,1484754549,"Conversation, The (1974)",Drama|Mystery
